TransactionID,Date,Country,Description,Revenue,Quantity,YearMonth
541206,2011-01-14 12:24:00,Netherlands,CHILDRENS APRON APPLES DESIGN,165.0,100,2011-01
541206,2011-01-14 12:24:00,Netherlands,CHILDREN'S APRON DOLLY GIRL ,92.5,50,2011-01
541206,2011-01-14 12:24:00,Netherlands,CHILDRENS APRON SPACEBOY DESIGN,165.0,100,2011-01
541206,2011-01-14 12:24:00,Netherlands,ROUND SNACK BOXES SET OF4 WOODLAND ,367.2,144,2011-01
541206,2011-01-14 12:24:00,Netherlands,DOLLY GIRL LUNCH BOX,105.6,64,2011-01
541206,2011-01-14 12:24:00,Netherlands,SPACEBOY LUNCH BOX ,211.2,128,2011-01
541206,2011-01-14 12:24:00,Netherlands,RED RETROSPOT ROUND CAKE TINS,107.4,12,2011-01
541206,2011-01-14 12:24:00,Netherlands,RED SPOTTY BISCUIT TIN,312.0,96,2011-01
541206,2011-01-14 12:24:00,Netherlands,RECIPE BOX RETROSPOT ,61.2,24,2011-01
541206,2011-01-14 12:24:00,Netherlands,OVEN MITT APPLES DESIGN,62.5,50,2011-01
541206,2011-01-14 12:24:00,Netherlands,CLOTHES PEGS RETROSPOT PACK 24 ,180.0,144,2011-01
541206,2011-01-14 12:24:00,Netherlands,RED RETROSPOT CUP,69.12,96,2011-01
541206,2011-01-14 12:24:00,Netherlands,BLUE POLKADOT CUP,69.12,96,2011-01
541206,2011-01-14 12:24:00,Netherlands,PARTY PIZZA DISH BLUE POLKADOT,5.04,24,2011-01
541206,2011-01-14 12:24:00,Netherlands,RED RETROSPOT BOWL,76.32000000000001,72,2011-01
541206,2011-01-14 12:24:00,Netherlands,BLUE POLKADOT BOWL,76.32000000000001,72,2011-01
541206,2011-01-14 12:24:00,Netherlands,BLUE STRIPE CERAMIC DRAWER KNOB,101.76,96,2011-01
541206,2011-01-14 12:24:00,Netherlands,5 HOOK HANGER RED MAGIC TOADSTOOL,417.6,288,2011-01
541206,2011-01-14 12:24:00,Netherlands,GUMBALL COAT RACK,151.20000000000002,72,2011-01
541206,2011-01-14 12:24:00,Netherlands,TRAVEL SEWING KIT,82.5,50,2011-01
541206,2011-01-14 12:24:00,Netherlands,PLASTERS IN TIN VINTAGE PAISLEY ,139.2,96,2011-01
541206,2011-01-14 12:24:00,Netherlands,PLASTERS IN TIN SPACEBOY,278.4,192,2011-01
541206,2011-01-14 12:24:00,Netherlands,PLASTERS IN TIN WOODLAND ANIMALS,417.6,288,2011-01
541570,2011-01-19 12:34:00,Netherlands,STRAWBERRY LUNCH BOX WITH CUTLERY,126.0,60,2011-01
541570,2011-01-19 12:34:00,Netherlands,DINOSAUR LUNCH BOX WITH CUTLERY,126.0,60,2011-01
541570,2011-01-19 12:34:00,Netherlands,SET/10 RED POLKADOT PARTY CANDLES,305.28000000000003,288,2011-01
541570,2011-01-19 12:34:00,Netherlands,60 TEATIME FAIRY CAKE CASES,50.4,120,2011-01
541570,2011-01-19 12:34:00,Netherlands,72 SWEETHEART FAIRY CAKE CASES,50.4,120,2011-01
541570,2011-01-19 12:34:00,Netherlands,PINK PARTY BAGS,169.0,100,2011-01
541570,2011-01-19 12:34:00,Netherlands,PACK OF 72 RETROSPOT CAKE CASES,604.8,1440,2011-01
541570,2011-01-19 12:34:00,Netherlands,MEMO BOARD COTTAGE DESIGN,204.0,48,2011-01
541570,2011-01-19 12:34:00,Netherlands,ROSE COTTAGE KEEPSAKE BOX ,204.0,24,2011-01
541570,2011-01-19 12:34:00,Netherlands,CHILDRENS APRON SPACEBOY DESIGN,82.5,50,2011-01
541570,2011-01-19 12:34:00,Netherlands,CHILDREN'S APRON DOLLY GIRL ,92.5,50,2011-01
541570,2011-01-19 12:34:00,Netherlands,PLASTERS IN TIN SKULLS,139.2,96,2011-01
541570,2011-01-19 12:34:00,Netherlands,WHITE HANGING HEART T-LIGHT HOLDER,652.8,256,2011-01
541570,2011-01-19 12:34:00,Netherlands,5 HOOK HANGER MAGIC TOADSTOOL,278.4,192,2011-01
541570,2011-01-19 12:34:00,Netherlands,3 HOOK HANGER MAGIC GARDEN,316.79999999999995,192,2011-01
541570,2011-01-19 12:34:00,Netherlands,"HOOK, 1 HANGER ,MAGIC GARDEN",138.24,192,2011-01
541570,2011-01-19 12:34:00,Netherlands,PLASTERS IN TIN WOODLAND ANIMALS,139.2,96,2011-01
541570,2011-01-19 12:34:00,Netherlands,RED RETROSPOT SHOPPER BAG,106.0,100,2011-01
541570,2011-01-19 12:34:00,Netherlands,JUMBO BAG RED RETROSPOT,330.0,200,2011-01
541570,2011-01-19 12:34:00,Netherlands,JUMBO BAG SCANDINAVIAN PAISLEY,165.0,100,2011-01
541570,2011-01-19 12:34:00,Netherlands,JUMBO BAG PINK VINTAGE PAISLEY,165.0,100,2011-01
541570,2011-01-19 12:34:00,Netherlands,FELT TOADSTOOL LARGE,203.52,192,2011-01
541570,2011-01-19 12:34:00,Netherlands,ROMANTIC PINKS RIBBONS ,152.64,144,2011-01
541570,2011-01-19 12:34:00,Netherlands,ROUND SNACK BOXES SET OF 4 FRUITS ,489.6,192,2011-01
541570,2011-01-19 12:34:00,Netherlands,ROUND SNACK BOXES SET OF4 WOODLAND ,244.8,96,2011-01
541570,2011-01-19 12:34:00,Netherlands,DOLLY GIRL LUNCH BOX,633.5999999999999,384,2011-01
541570,2011-01-19 12:34:00,Netherlands,CHILDRENS DOLLY GIRL MUG,69.6,48,2011-01
541570,2011-01-19 12:34:00,Netherlands,SPACEBOY LUNCH BOX ,633.5999999999999,384,2011-01
541570,2011-01-19 12:34:00,Netherlands,PLASTERS IN TIN SPACEBOY,556.8,384,2011-01
541570,2011-01-19 12:34:00,Netherlands,CHILDREN'S SPACEBOY MUG,69.6,48,2011-01
541570,2011-01-19 12:34:00,Netherlands,CARD BIRTHDAY COWBOY,51.84,144,2011-01
541570,2011-01-19 12:34:00,Netherlands,CARD CIRCUS PARADE,25.92,72,2011-01
541570,2011-01-19 12:34:00,Netherlands,LUNCH BAG  BLACK SKULL.,145.0,100,2011-01
541608,2011-01-20 09:54:00,Netherlands,PINK BLUE FELT CRAFT TRINKET BOX,152.64,144,2011-01
541608,2011-01-20 09:54:00,Netherlands,PINK CREAM FELT CRAFT TRINKET BOX ,152.64,144,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET OF 36 DOILIES SPACEBOY DESIGN ,52.2,36,2011-01
541711,2011-01-21 11:18:00,Netherlands,36 FOIL STAR CAKE CASES ,88.80000000000001,48,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET/6 RED SPOTTY PAPER PLATES,61.44,96,2011-01
541711,2011-01-21 11:18:00,Netherlands,RETROSPOT PARTY BAG + STICKER SET,69.6,48,2011-01
541711,2011-01-21 11:18:00,Netherlands,WOODLAND PARTY BAG + STICKER SET,139.2,96,2011-01
541711,2011-01-21 11:18:00,Netherlands,PINK PARTY BAGS,50.400000000000006,24,2011-01
541711,2011-01-21 11:18:00,Netherlands,PACK OF 20 SPACEBOY NAPKINS,61.44,96,2011-01
541711,2011-01-21 11:18:00,Netherlands,PACK OF 20 NAPKINS RED APPLES,61.44,96,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET/20 STRAWBERRY PAPER NAPKINS ,61.44,96,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET/10 IVORY POLKADOT PARTY CANDLES,30.0,24,2011-01
541711,2011-01-21 11:18:00,Netherlands,PAPER BUNTING WHITE LACE,35.400000000000006,12,2011-01
541711,2011-01-21 11:18:00,Netherlands,MINT KITCHEN SCALES,17.0,2,2011-01
541711,2011-01-21 11:18:00,Netherlands,RED KITCHEN SCALES,91.8,12,2011-01
541711,2011-01-21 11:18:00,Netherlands,IVORY KITCHEN SCALES,34.0,4,2011-01
541711,2011-01-21 11:18:00,Netherlands,STRAWBERRY   PICNIC BAG,127.5,50,2011-01
541711,2011-01-21 11:18:00,Netherlands,RED RETROSPOT PICNIC BAG,127.5,50,2011-01
541711,2011-01-21 11:18:00,Netherlands,PINK VINTAGE PAISLEY PICNIC BAG,127.5,50,2011-01
541711,2011-01-21 11:18:00,Netherlands,LUNCH BAG PINK POLKADOT,33.0,20,2011-01
541711,2011-01-21 11:18:00,Netherlands,LUNCH BAG SPACEBOY DESIGN ,145.0,100,2011-01
541711,2011-01-21 11:18:00,Netherlands,LUNCH BAG SUKI  DESIGN ,33.0,20,2011-01
541711,2011-01-21 11:18:00,Netherlands,JUMBO BAG RED RETROSPOT,165.0,100,2011-01
541711,2011-01-21 11:18:00,Netherlands,PIN CUSHION BABUSHKA PINK,20.1,6,2011-01
541711,2011-01-21 11:18:00,Netherlands,PIN CUSHION BABUSHKA BLUE,20.1,6,2011-01
541711,2011-01-21 11:18:00,Netherlands,PIN CUSHION BABUSHKA RED,40.2,12,2011-01
541711,2011-01-21 11:18:00,Netherlands,SILK PURSE BABUSHKA PINK,40.2,12,2011-01
541711,2011-01-21 11:18:00,Netherlands,SILK PURSE BABUSHKA BLUE,60.3,18,2011-01
541711,2011-01-21 11:18:00,Netherlands,MEASURING TAPE BABUSHKA PINK,35.400000000000006,12,2011-01
541711,2011-01-21 11:18:00,Netherlands,MEASURING TAPE BABUSHKA BLUE,35.400000000000006,12,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET 7 BABUSHKA NESTING BOXES,17.0,2,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET/3 RED GINGHAM ROSE STORAGE BOX,81.36,24,2011-01
541711,2011-01-21 11:18:00,Netherlands,TOADSTOOL MONEY BOX,244.8,96,2011-01
541711,2011-01-21 11:18:00,Netherlands,TRADITIONAL MODELLING CLAY,101.76,96,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET 12 KIDS COLOUR  CHALK STICKS,103.68,288,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET 12 KIDS  WHITE CHALK STICKS,103.68,288,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET OF 3 CAKE TINS PANTRY DESIGN ,29.700000000000003,6,2011-01
541711,2011-01-21 11:18:00,Netherlands,JAM MAKING SET WITH JARS,135.0,36,2011-01
541711,2011-01-21 11:18:00,Netherlands,JAM JAR WITH PINK LID,20.4,24,2011-01
541711,2011-01-21 11:18:00,Netherlands,JAM JAR WITH GREEN LID,10.2,12,2011-01
541711,2011-01-21 11:18:00,Netherlands,GINGERBREAD MAN COOKIE CUTTER,45.0,36,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET OF 3 HEART COOKIE CUTTERS,15.0,12,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET OF 3 BUTTERFLY COOKIE CUTTERS,60.0,48,2011-01
541711,2011-01-21 11:18:00,Netherlands,3 PIECE SPACEBOY COOKIE CUTTER SET,266.40000000000003,144,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET OF 20 KIDS COOKIE CUTTERS,25.200000000000003,12,2011-01
541711,2011-01-21 11:18:00,Netherlands,PACK OF 72 RETROSPOT CAKE CASES,50.4,120,2011-01
541711,2011-01-21 11:18:00,Netherlands,PACK OF 60 MUSHROOM CAKE CASES,50.4,120,2011-01
541711,2011-01-21 11:18:00,Netherlands,PACK OF 60 PINK PAISLEY CAKE CASES,50.4,120,2011-01
541711,2011-01-21 11:18:00,Netherlands,JUMBO BAG STRAWBERRY,165.0,100,2011-01
541711,2011-01-21 11:18:00,Netherlands,STRAWBERRY SHOPPER BAG,106.0,100,2011-01
541711,2011-01-21 11:18:00,Netherlands,BLUE 3 PIECE POLKADOT CUTLERY SET,244.08,72,2011-01
541711,2011-01-21 11:18:00,Netherlands,TV DINNER TRAY DOLLY GIRL,68.0,16,2011-01
541711,2011-01-21 11:18:00,Netherlands,SPACEBOY TV DINNER TRAY,68.0,16,2011-01
541711,2011-01-21 11:18:00,Netherlands,200 RED + WHITE BENDY STRAWS,30.0,24,2011-01
541711,2011-01-21 11:18:00,Netherlands,MAGNETS PACK OF 4 CHILDHOOD MEMORY,114.48,108,2011-01
541711,2011-01-21 11:18:00,Netherlands,CHILDRENS APRON APPLES DESIGN,82.5,50,2011-01
541711,2011-01-21 11:18:00,Netherlands,CHILDRENS APRON SPACEBOY DESIGN,82.5,50,2011-01
541711,2011-01-21 11:18:00,Netherlands,ROUND SNACK BOXES SET OF4 WOODLAND ,244.8,96,2011-01
541711,2011-01-21 11:18:00,Netherlands,ROUND CONTAINER SET OF 5 RETROSPOT,69.6,48,2011-01
541711,2011-01-21 11:18:00,Netherlands,SPACEBOY LUNCH BOX ,105.6,64,2011-01
541711,2011-01-21 11:18:00,Netherlands,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",102.0,24,2011-01
541711,2011-01-21 11:18:00,Netherlands,RED RETROSPOT ROUND CAKE TINS,107.4,12,2011-01
541711,2011-01-21 11:18:00,Netherlands,PICNIC BOXES SET OF 3 RETROSPOT ,39.6,8,2011-01
541711,2011-01-21 11:18:00,Netherlands,SET OF 2 TEA TOWELS APPLE AND PEARS,212.4,72,2011-01
541711,2011-01-21 11:18:00,Netherlands,TABLECLOTH RED APPLES DESIGN ,34.0,4,2011-01
541711,2011-01-21 11:18:00,Netherlands,FUNKY WASHING UP GLOVES ASSORTED,121.68,72,2011-01
541711,2011-01-21 11:18:00,Netherlands,BLUE POLKADOT WASHING UP GLOVES,37.8,18,2011-01
541711,2011-01-21 11:18:00,Netherlands,RED RETROSPOT PEG BAG,37.8,18,2011-01
541711,2011-01-21 11:18:00,Netherlands,PEG BAG APPLES DESIGN,45.9,18,2011-01
541711,2011-01-21 11:18:00,Netherlands,PINK  POLKADOT CUP,69.12,96,2011-01
541711,2011-01-21 11:18:00,Netherlands,RED RETROSPOT PLATE ,139.2,96,2011-01
541711,2011-01-21 11:18:00,Netherlands,PARTY PIZZA DISH BLUE POLKADOT,5.04,24,2011-01
541711,2011-01-21 11:18:00,Netherlands,PARTY PIZZA DISH PINK POLKADOT,5.04,24,2011-01
