TransactionID,Date,Country,Description,Revenue,Quantity,YearMonth
536840,2010-12-02 18:27:00,Germany,60 CAKE CASES VINTAGE CHRISTMAS,13.2,24,2010-12
536840,2010-12-02 18:27:00,Germany,6 RIBBONS RUSTIC CHARM,19.799999999999997,12,2010-12
536840,2010-12-02 18:27:00,Germany,CAKE STAND WHITE TWO TIER LACE,17.0,2,2010-12
536840,2010-12-02 18:27:00,Germany,PACK OF 60 PINK PAISLEY CAKE CASES,13.2,24,2010-12
536840,2010-12-02 18:27:00,Germany,60 TEATIME FAIRY CAKE CASES,13.2,24,2010-12
536840,2010-12-02 18:27:00,Germany,PACK OF 72 RETROSPOT CAKE CASES,13.2,24,2010-12
536840,2010-12-02 18:27:00,Germany,POSTAGE,18.0,1,2010-12
536861,2010-12-03 10:44:00,Germany,FELTCRAFT 6 FLOWER FRIENDS,12.6,6,2010-12
536861,2010-12-03 10:44:00,Germany,6 RIBBONS RUSTIC CHARM,19.799999999999997,12,2010-12
536861,2010-12-03 10:44:00,Germany,WOODLAND  HEIGHT CHART STICKERS ,17.700000000000003,6,2010-12
536861,2010-12-03 10:44:00,Germany,CHILDS BREAKFAST SET CIRCUS PARADE,61.2,8,2010-12
536861,2010-12-03 10:44:00,Germany,CHILDS BREAKFAST SET SPACEBOY ,68.0,8,2010-12
536861,2010-12-03 10:44:00,Germany,COFFEE MUG CAT + BIRD DESIGN,15.3,6,2010-12
536861,2010-12-03 10:44:00,Germany,COFFEE MUG DOG + BALL DESIGN,15.3,6,2010-12
536861,2010-12-03 10:44:00,Germany,BALLOONS  WRITING SET ,19.799999999999997,12,2010-12
536861,2010-12-03 10:44:00,Germany,DINOSAURS  WRITING SET ,19.799999999999997,12,2010-12
536861,2010-12-03 10:44:00,Germany,POSTAGE,54.0,3,2010-12
536967,2010-12-03 12:57:00,Germany,POSTAGE,18.0,1,2010-12
536967,2010-12-03 12:57:00,Germany,JUMBO BAG RED RETROSPOT,58.5,30,2010-12
536983,2010-12-03 14:30:00,Germany,WOODLAND PARTY BAG + STICKER SET,13.2,8,2010-12
536983,2010-12-03 14:30:00,Germany,HAND WARMER OWL DESIGN,25.200000000000003,12,2010-12
536983,2010-12-03 14:30:00,Germany,3 HOOK PHOTO SHELF ANTIQUE WHITE,34.0,4,2010-12
536983,2010-12-03 14:30:00,Germany,IVORY GIANT GARDEN THERMOMETER,23.8,4,2010-12
536983,2010-12-03 14:30:00,Germany,BLUE COAT RACK PARIS FASHION,14.85,3,2010-12
536983,2010-12-03 14:30:00,Germany,HOT BATHS SOAP HOLDER,20.28,12,2010-12
536983,2010-12-03 14:30:00,Germany,PENCIL CASE LIFE IS BEAUTIFUL,17.700000000000003,6,2010-12
536983,2010-12-03 14:30:00,Germany,LARGE CHINESE STYLE SCISSOR,8.5,10,2010-12
536983,2010-12-03 14:30:00,Germany,POSTAGE,18.0,1,2010-12
537197,2010-12-05 14:02:00,Germany,BISCUIT TIN VINTAGE GREEN,13.5,2,2010-12
537197,2010-12-05 14:02:00,Germany,BISCUIT TIN VINTAGE RED,13.5,2,2010-12
537197,2010-12-05 14:02:00,Germany,JAM MAKING SET PRINTED,17.4,12,2010-12
537197,2010-12-05 14:02:00,Germany,JAM JAR WITH PINK LID,10.2,12,2010-12
537197,2010-12-05 14:02:00,Germany,JAM JAR WITH GREEN LID,10.2,12,2010-12
537197,2010-12-05 14:02:00,Germany,PINK 3 PIECE POLKADOT CUTLERY SET,22.5,6,2010-12
537197,2010-12-05 14:02:00,Germany,FRYING PAN RED RETROSPOT,17.0,4,2010-12
537197,2010-12-05 14:02:00,Germany,FRYING PAN PINK POLKADOT,17.0,4,2010-12
537197,2010-12-05 14:02:00,Germany,MEMO BOARD COTTAGE DESIGN,19.8,4,2010-12
537197,2010-12-05 14:02:00,Germany,MEMO BOARD RETROSPOT  DESIGN,19.8,4,2010-12
537197,2010-12-05 14:02:00,Germany,PINK HEART SHAPE EGG FRYING PAN,9.9,6,2010-12
537197,2010-12-05 14:02:00,Germany,FRENCH ENAMEL UTENSIL HOLDER,15.0,4,2010-12
537197,2010-12-05 14:02:00,Germany,SET OF 16 VINTAGE ROSE CUTLERY,12.75,1,2010-12
537197,2010-12-05 14:02:00,Germany,POSTAGE,54.0,3,2010-12
537197,2010-12-05 14:02:00,Germany,IVORY KITCHEN SCALES,17.0,2,2010-12
537197,2010-12-05 14:02:00,Germany,ROUND CAKE TIN VINTAGE GREEN,0.0,1,2010-12
537197,2010-12-05 14:02:00,Germany,BREAD BIN DINER STYLE IVORY,16.95,1,2010-12
537198,2010-12-05 14:03:00,Germany,DOORMAT RED RETROSPOT,67.5,10,2010-12
537198,2010-12-05 14:03:00,Germany,POSTAGE,18.0,1,2010-12
537201,2010-12-05 14:19:00,Germany,GUMBALL MAGAZINE RACK,15.3,2,2010-12
537201,2010-12-05 14:19:00,Germany,HAND WARMER OWL DESIGN,50.400000000000006,24,2010-12
537201,2010-12-05 14:19:00,Germany,JAM MAKING SET WITH JARS,45.0,12,2010-12
537201,2010-12-05 14:19:00,Germany,JAM MAKING SET PRINTED,17.4,12,2010-12
537201,2010-12-05 14:19:00,Germany,JAM JAR WITH PINK LID,20.4,24,2010-12
537201,2010-12-05 14:19:00,Germany,JAM JAR WITH GREEN LID,20.4,24,2010-12
537201,2010-12-05 14:19:00,Germany,3 PIECE SPACEBOY COOKIE CUTTER SET,37.8,18,2010-12
537201,2010-12-05 14:19:00,Germany,CHILDREN'S SPACEBOY MUG,19.799999999999997,12,2010-12
537201,2010-12-05 14:19:00,Germany,CHILDREN'S CIRCUS PARADE MUG,19.799999999999997,12,2010-12
537201,2010-12-05 14:19:00,Germany,SPACEBOY CHILDRENS EGG CUP,15.0,12,2010-12
537201,2010-12-05 14:19:00,Germany,CIRCUS PARADE CHILDRENS EGG CUP ,15.0,12,2010-12
537201,2010-12-05 14:19:00,Germany,HAND WARMER BABUSHKA DESIGN,25.200000000000003,12,2010-12
537201,2010-12-05 14:19:00,Germany,FELTCRAFT CUSHION OWL,15.0,4,2010-12
537201,2010-12-05 14:19:00,Germany,SET OF 20 KIDS COOKIE CUTTERS,25.200000000000003,12,2010-12
537201,2010-12-05 14:19:00,Germany,FELTCRAFT CHRISTMAS FAIRY,34.0,8,2010-12
537201,2010-12-05 14:19:00,Germany,CHILDRENS APRON APPLES DESIGN,15.6,8,2010-12
537201,2010-12-05 14:19:00,Germany,HOT WATER BOTTLE BABUSHKA ,18.6,4,2010-12
537201,2010-12-05 14:19:00,Germany,ROSE COTTAGE KEEPSAKE BOX ,19.9,2,2010-12
537201,2010-12-05 14:19:00,Germany,CARD MOTORBIKE SANTA,5.04,12,2010-12
537201,2010-12-05 14:19:00,Germany,CARD CHRISTMAS VILLAGE,10.08,24,2010-12
537201,2010-12-05 14:19:00,Germany,RED  HARMONICA IN BOX ,30.0,24,2010-12
537201,2010-12-05 14:19:00,Germany,BLUE HARMONICA IN BOX ,30.0,24,2010-12
537201,2010-12-05 14:19:00,Germany,RETROSPOT PARTY BAG + STICKER SET,13.2,8,2010-12
537201,2010-12-05 14:19:00,Germany,DISCO BALL CHRISTMAS DECORATION,2.88,24,2010-12
537201,2010-12-05 14:19:00,Germany,GLITTER CHRISTMAS TREE,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,ANGEL DECORATION PAINTED ZINC ,15.6,24,2010-12
537201,2010-12-05 14:19:00,Germany,ROCKING HORSE RED CHRISTMAS ,20.4,24,2010-12
537201,2010-12-05 14:19:00,Germany,ROCKING HORSE GREEN CHRISTMAS ,20.4,24,2010-12
537201,2010-12-05 14:19:00,Germany,WOODEN TREE CHRISTMAS SCANDINAVIAN,20.4,24,2010-12
537201,2010-12-05 14:19:00,Germany,CHRISTMAS RETROSPOT ANGEL WOOD,20.4,24,2010-12
537201,2010-12-05 14:19:00,Germany,SMALL PINK MAGIC CHRISTMAS TREE,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,SPACEBOY LUNCH BOX ,70.2,36,2010-12
537201,2010-12-05 14:19:00,Germany,ROUND SNACK BOXES SET OF4 WOODLAND ,70.80000000000001,24,2010-12
537201,2010-12-05 14:19:00,Germany,WOODLAND CHARLOTTE BAG,25.5,30,2010-12
537201,2010-12-05 14:19:00,Germany,PLASTERS IN TIN CIRCUS PARADE ,19.799999999999997,12,2010-12
537201,2010-12-05 14:19:00,Germany,SET OF 2 TEA TOWELS APPLE AND PEARS,35.400000000000006,12,2010-12
537201,2010-12-05 14:19:00,Germany,RED RETROSPOT MINI CASES,31.8,4,2010-12
537201,2010-12-05 14:19:00,Germany,BIRD DECORATION RED RETROSPOT,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,RETROSPOT PADDED SEAT CUSHION,37.5,10,2010-12
537201,2010-12-05 14:19:00,Germany,6 RIBBONS RUSTIC CHARM,39.599999999999994,24,2010-12
537201,2010-12-05 14:19:00,Germany,SCANDINAVIAN REDS RIBBONS,15.0,12,2010-12
537201,2010-12-05 14:19:00,Germany,BRIGHT BLUES RIBBONS ,15.0,12,2010-12
537201,2010-12-05 14:19:00,Germany,BABY BOOM RIBBONS ,15.0,12,2010-12
537201,2010-12-05 14:19:00,Germany,CHOCOLATE BOX RIBBONS ,15.0,12,2010-12
537201,2010-12-05 14:19:00,Germany,CHRISTMAS CRAFT TREE TOP ANGEL,25.200000000000003,12,2010-12
537201,2010-12-05 14:19:00,Germany,CHRISTMAS CRAFT LITTLE FRIENDS,25.200000000000003,12,2010-12
537201,2010-12-05 14:19:00,Germany,CHRISTMAS RETROSPOT HEART WOOD,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,CHRISTMAS RETROSPOT STAR WOOD,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,CHRISTMAS GINGHAM HEART,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,CHRISTMAS GINGHAM TREE,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,CHRISTMAS GINGHAM STAR,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,STAR WOODEN CHRISTMAS DECORATION,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,HEART WOODEN CHRISTMAS DECORATION,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,WOODEN HEART CHRISTMAS SCANDINAVIAN,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,WOODEN STAR CHRISTMAS SCANDINAVIAN,10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,RED RETROSPOT CHARLOTTE BAG,17.0,20,2010-12
537201,2010-12-05 14:19:00,Germany,REGENCY CAKESTAND 3 TIER,51.0,4,2010-12
537201,2010-12-05 14:19:00,Germany,ROUND SNACK BOXES SET OF 4 FRUITS ,35.400000000000006,12,2010-12
537201,2010-12-05 14:19:00,Germany,CIRCUS PARADE LUNCH BOX ,23.4,12,2010-12
537201,2010-12-05 14:19:00,Germany,RIBBON REEL POLKADOTS ,16.5,10,2010-12
537201,2010-12-05 14:19:00,Germany,RIBBON REEL HEARTS DESIGN ,16.5,10,2010-12
537201,2010-12-05 14:19:00,Germany,RIBBON REEL LACE DESIGN ,21.0,10,2010-12
537201,2010-12-05 14:19:00,Germany,HAND WARMER BIRD DESIGN,25.200000000000003,12,2010-12
537201,2010-12-05 14:19:00,Germany,GUMBALL COAT RACK,30.6,12,2010-12
537201,2010-12-05 14:19:00,Germany,5 HOOK HANGER MAGIC TOADSTOOL,19.799999999999997,12,2010-12
537201,2010-12-05 14:19:00,Germany,3 HOOK HANGER MAGIC GARDEN,23.4,12,2010-12
537201,2010-12-05 14:19:00,Germany,"HOOK, 1 HANGER ,MAGIC GARDEN",10.2,12,2010-12
537201,2010-12-05 14:19:00,Germany,SET/5 RED RETROSPOT LID GLASS BOWLS,17.700000000000003,6,2010-12
537201,2010-12-05 14:19:00,Germany,POSTAGE,108.0,6,2010-12
537201,2010-12-05 14:19:00,Germany,CHILDS BREAKFAST SET CIRCUS PARADE,34.0,4,2010-12
537212,2010-12-05 15:21:00,Germany,JUMBO BAG WOODLAND ANIMALS,19.5,10,2010-12
537212,2010-12-05 15:21:00,Germany,WOODLAND CHARLOTTE BAG,8.5,10,2010-12
537212,2010-12-05 15:21:00,Germany,PLASTERS IN TIN WOODLAND ANIMALS,19.799999999999997,12,2010-12
537212,2010-12-05 15:21:00,Germany,PACK OF 12 WOODLAND TISSUES ,6.959999999999999,24,2010-12
537212,2010-12-05 15:21:00,Germany,JAM MAKING SET WITH JARS,25.5,6,2010-12
537212,2010-12-05 15:21:00,Germany,JAM MAKING SET PRINTED,17.4,12,2010-12
537212,2010-12-05 15:21:00,Germany,JAM JAR WITH PINK LID,10.2,12,2010-12
537212,2010-12-05 15:21:00,Germany,JAM JAR WITH GREEN LID,10.2,12,2010-12
537212,2010-12-05 15:21:00,Germany,PACK OF 12 PINK PAISLEY TISSUES ,6.959999999999999,24,2010-12
537212,2010-12-05 15:21:00,Germany,STARS GIFT TAPE ,7.800000000000001,12,2010-12
537212,2010-12-05 15:21:00,Germany,PLASTERS IN TIN VINTAGE PAISLEY ,19.799999999999997,12,2010-12
537212,2010-12-05 15:21:00,Germany,SMALL POPCORN HOLDER,20.4,24,2010-12
537212,2010-12-05 15:21:00,Germany,PARTY PIZZA DISH GREEN POLKADOT,10.2,12,2010-12
537212,2010-12-05 15:21:00,Germany,PARTY PIZZA DISH PINK POLKADOT,10.2,12,2010-12
537212,2010-12-05 15:21:00,Germany,PARTY PIZZA DISH BLUE POLKADOT,10.2,12,2010-12
537212,2010-12-05 15:21:00,Germany,FELTCRAFT 6 FLOWER FRIENDS,12.6,6,2010-12
537212,2010-12-05 15:21:00,Germany,RED KITCHEN SCALES,17.0,2,2010-12
537212,2010-12-05 15:21:00,Germany,IVORY KITCHEN SCALES,17.0,2,2010-12
537212,2010-12-05 15:21:00,Germany,SCOTTIE DOG HOT WATER BOTTLE,14.85,3,2010-12
537212,2010-12-05 15:21:00,Germany,FAWN BLUE HOT WATER BOTTLE,17.700000000000003,6,2010-12
537212,2010-12-05 15:21:00,Germany,PINK FLOWER FABRIC PONY,15.0,4,2010-12
537212,2010-12-05 15:21:00,Germany,SET/3 RED GINGHAM ROSE STORAGE BOX,15.0,4,2010-12
537212,2010-12-05 15:21:00,Germany,PINK POLKADOT BOWL,10.0,8,2010-12
537212,2010-12-05 15:21:00,Germany,PINK  POLKADOT PLATE ,13.52,8,2010-12
537212,2010-12-05 15:21:00,Germany,RED RETROSPOT SHOPPER BAG,12.5,10,2010-12
537212,2010-12-05 15:21:00,Germany,JUMBO BAG PINK POLKADOT,19.5,10,2010-12
537212,2010-12-05 15:21:00,Germany,JUMBO BAG RED RETROSPOT,19.5,10,2010-12
537212,2010-12-05 15:21:00,Germany,RED RETROSPOT CUP,6.8,8,2010-12
537212,2010-12-05 15:21:00,Germany,PINK  POLKADOT CUP,6.8,8,2010-12
537212,2010-12-05 15:21:00,Germany,POSTAGE,72.0,4,2010-12
537250,2010-12-06 10:43:00,Germany,ENGLISH ROSE HOT WATER BOTTLE,17.0,4,2010-12
537250,2010-12-06 10:43:00,Germany,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",19.8,4,2010-12
537250,2010-12-06 10:43:00,Germany,ROUND SNACK BOXES SET OF4 WOODLAND ,17.700000000000003,6,2010-12
537250,2010-12-06 10:43:00,Germany,BLUE POLKADOT BOWL,10.0,8,2010-12
537250,2010-12-06 10:43:00,Germany,BLUE POLKADOT CUP,6.8,8,2010-12
537250,2010-12-06 10:43:00,Germany,RED RETROSPOT BOWL,10.0,8,2010-12
537250,2010-12-06 10:43:00,Germany,RED RETROSPOT CUP,6.8,8,2010-12
537250,2010-12-06 10:43:00,Germany,RED RETROSPOT PLATE ,13.52,8,2010-12
537250,2010-12-06 10:43:00,Germany,BLUE POLKADOT PLATE ,13.52,8,2010-12
537250,2010-12-06 10:43:00,Germany,GUMBALL COAT RACK,15.3,6,2010-12
537250,2010-12-06 10:43:00,Germany,RIBBON REEL STRIPES DESIGN ,16.5,10,2010-12
537250,2010-12-06 10:43:00,Germany,ROUND SNACK BOXES SET OF 4 FRUITS ,17.700000000000003,6,2010-12
537250,2010-12-06 10:43:00,Germany,CHICK GREY HOT WATER BOTTLE,13.8,4,2010-12
537250,2010-12-06 10:43:00,Germany,POSTAGE,18.0,1,2010-12
C537333,2010-12-06 12:00:00,Germany,CHILDS BREAKFAST SET CIRCUS PARADE,-34.0,-4,2010-12
537594,2010-12-07 12:28:00,Germany,SET OF 16 VINTAGE PISTACHIO CUTLERY,51.0,4,2010-12
537594,2010-12-07 12:28:00,Germany,SET OF 16 VINTAGE ROSE CUTLERY,25.5,2,2010-12
537594,2010-12-07 12:28:00,Germany,BREAD BIN DINER STYLE RED ,59.8,4,2010-12
537594,2010-12-07 12:28:00,Germany,BREAD BIN DINER STYLE IVORY,59.8,4,2010-12
537594,2010-12-07 12:28:00,Germany,TEA TIME OVEN GLOVE,25.0,20,2010-12
537594,2010-12-07 12:28:00,Germany,3 HOOK HANGER MAGIC GARDEN,23.4,12,2010-12
537594,2010-12-07 12:28:00,Germany,FRYING PAN RED RETROSPOT,90.0,24,2010-12
537594,2010-12-07 12:28:00,Germany,FRYING PAN PINK POLKADOT,17.0,4,2010-12
537594,2010-12-07 12:28:00,Germany,SET/2 RED RETROSPOT TEA TOWELS ,35.400000000000006,12,2010-12
537594,2010-12-07 12:28:00,Germany,MILK PAN RED RETROSPOT,15.0,4,2010-12
537594,2010-12-07 12:28:00,Germany,MILK PAN PINK POLKADOT,15.0,4,2010-12
537594,2010-12-07 12:28:00,Germany,RED TOADSTOOL LED NIGHT LIGHT,19.799999999999997,12,2010-12
537594,2010-12-07 12:28:00,Germany,IVORY KITCHEN SCALES,17.0,2,2010-12
537594,2010-12-07 12:28:00,Germany,KIDS RAIN MAC PINK,20.4,24,2010-12
537594,2010-12-07 12:28:00,Germany,TOADSTOOL MONEY BOX,17.700000000000003,6,2010-12
537594,2010-12-07 12:28:00,Germany,SET OF 6 STRAWBERRY CHOPSTICKS,15.0,12,2010-12
537594,2010-12-07 12:28:00,Germany,POSTAGE,90.0,5,2010-12
537673,2010-12-08 09:49:00,Germany,RED GINGHAM ROSE JEWELLERY BOX,16.5,10,2010-12
537673,2010-12-08 09:49:00,Germany,GUMBALL COAT RACK,75.60000000000001,36,2010-12
537673,2010-12-08 09:49:00,Germany,RED KITCHEN SCALES,183.6,24,2010-12
537673,2010-12-08 09:49:00,Germany,MINT KITCHEN SCALES,51.0,6,2010-12
537673,2010-12-08 09:49:00,Germany,SCANDINAVIAN REDS RIBBONS,30.0,24,2010-12
537673,2010-12-08 09:49:00,Germany,36 PENCILS TUBE RED RETROSPOT,40.0,32,2010-12
537673,2010-12-08 09:49:00,Germany,POSTAGE,126.0,7,2010-12
C537814,2010-12-08 13:43:00,Germany,BLUE PADDED SOFT MOBILE,-12.75,-3,2010-12
537892,2010-12-09 10:13:00,Germany,POSTAGE,18.0,1,2010-12
537892,2010-12-09 10:13:00,Germany,BABUSHKA LIGHTS STRING OF 10,13.5,2,2010-12
537892,2010-12-09 10:13:00,Germany,CHILDS BREAKFAST SET CIRCUS PARADE,17.0,2,2010-12
537892,2010-12-09 10:13:00,Germany,SET 12 KIDS COLOUR  CHALK STICKS,10.08,24,2010-12
537892,2010-12-09 10:13:00,Germany,VINTAGE HEADS AND TAILS CARD GAME ,15.0,12,2010-12
537892,2010-12-09 10:13:00,Germany,4 TRADITIONAL SPINNING TOPS,15.0,12,2010-12
537892,2010-12-09 10:13:00,Germany,PLASTERS IN TIN CIRCUS PARADE ,19.799999999999997,12,2010-12
537892,2010-12-09 10:13:00,Germany,RETROSPOT CHILDRENS APRON,15.6,8,2010-12
537892,2010-12-09 10:13:00,Germany,ROUND SNACK BOXES SET OF4 WOODLAND ,17.700000000000003,6,2010-12
537892,2010-12-09 10:13:00,Germany,ROUND SNACK BOXES SET OF 4 FRUITS ,17.700000000000003,6,2010-12
537894,2010-12-09 10:16:00,Germany,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,14.85,3,2010-12
537894,2010-12-09 10:16:00,Germany,3 PIECE SPACEBOY COOKIE CUTTER SET,12.6,6,2010-12
537894,2010-12-09 10:16:00,Germany,CHILDREN'S SPACEBOY MUG,19.799999999999997,12,2010-12
537894,2010-12-09 10:16:00,Germany,PLASTERS IN TIN SPACEBOY,39.599999999999994,24,2010-12
537894,2010-12-09 10:16:00,Germany,WOODLAND  STICKERS,30.6,36,2010-12
537894,2010-12-09 10:16:00,Germany,WOODLAND PARTY BAG + STICKER SET,39.599999999999994,24,2010-12
537894,2010-12-09 10:16:00,Germany,ROUND SNACK BOXES SET OF4 WOODLAND ,88.5,30,2010-12
537894,2010-12-09 10:16:00,Germany,ALARM CLOCK BAKELIKE IVORY,45.0,12,2010-12
537894,2010-12-09 10:16:00,Germany,ALARM CLOCK BAKELIKE RED ,45.0,12,2010-12
537894,2010-12-09 10:16:00,Germany,ALARM CLOCK BAKELIKE CHOCOLATE,45.0,12,2010-12
537894,2010-12-09 10:16:00,Germany,TEA FOR ONE POLKADOT,25.5,6,2010-12
537894,2010-12-09 10:16:00,Germany,BROCADE RING PURSE ,7.56,36,2010-12
537894,2010-12-09 10:16:00,Germany,PACK OF 6 BIRDY GIFT TAGS,15.0,12,2010-12
537894,2010-12-09 10:16:00,Germany,POSTAGE,36.0,2,2010-12
537995,2010-12-09 11:39:00,Germany,METAL 4 HOOK HANGER FRENCH CHATEAU,23.6,8,2010-12
537995,2010-12-09 11:39:00,Germany,3 HOOK PHOTO SHELF ANTIQUE WHITE,68.0,8,2010-12
537995,2010-12-09 11:39:00,Germany,12 PENCIL SMALL TUBE WOODLAND,15.6,24,2010-12
537995,2010-12-09 11:39:00,Germany,FAWN BLUE HOT WATER BOTTLE,17.700000000000003,6,2010-12
537995,2010-12-09 11:39:00,Germany,STRAWBERRY LUNCH BOX WITH CUTLERY,15.3,6,2010-12
537995,2010-12-09 11:39:00,Germany,LUNCH BOX WITH CUTLERY RETROSPOT ,15.3,6,2010-12
537995,2010-12-09 11:39:00,Germany,HOLIDAY FUN LUDO,15.0,4,2010-12
537995,2010-12-09 11:39:00,Germany,WOODEN FRAME ANTIQUE WHITE ,17.700000000000003,6,2010-12
537995,2010-12-09 11:39:00,Germany,BROCANTE COAT RACK,19.9,2,2010-12
537995,2010-12-09 11:39:00,Germany,POSTAGE,36.0,2,2010-12
537995,2010-12-09 11:39:00,Germany,PINK PADDED MOBILE,51.0,12,2010-12
C538084,2010-12-09 14:42:00,Germany,EASTER TIN CHICKS PINK DAISY,-9.9,-6,2010-12
C538084,2010-12-09 14:42:00,Germany,EASTER TIN BUNNY BOUQUET,-9.9,-6,2010-12
C538123,2010-12-09 15:41:00,Germany,WOODLAND PARTY BAG + STICKER SET,-1.65,-1,2010-12
C538123,2010-12-09 15:41:00,Germany,RETROSPOT PARTY BAG + STICKER SET,-1.65,-1,2010-12
C538123,2010-12-09 15:41:00,Germany,36 FOIL HEART CAKE CASES,-4.2,-2,2010-12
538174,2010-12-10 09:35:00,Germany,SET OF 72 RETROSPOT PAPER  DOILIES,17.4,12,2010-12
538174,2010-12-10 09:35:00,Germany,PACK OF 72 RETROSPOT CAKE CASES,13.2,24,2010-12
538174,2010-12-10 09:35:00,Germany,WOODLAND DESIGN  COTTON TOTE BAG,54.0,24,2010-12
538174,2010-12-10 09:35:00,Germany,BIG DOUGHNUT FRIDGE MAGNETS,61.2,72,2010-12
538174,2010-12-10 09:35:00,Germany,RECYCLED PENCIL WITH RABBIT ERASER,12.6,60,2010-12
538174,2010-12-10 09:35:00,Germany,RED TOADSTOOL LED NIGHT LIGHT,79.19999999999999,48,2010-12
538174,2010-12-10 09:35:00,Germany,RAIN PONCHO RETROSPOT,20.4,24,2010-12
538174,2010-12-10 09:35:00,Germany,STRAWBERRY CERAMIC TRINKET BOX,45.0,36,2010-12
538174,2010-12-10 09:35:00,Germany,6 RIBBONS RUSTIC CHARM,39.599999999999994,24,2010-12
