CustomerID,Frequency,Monetary,Recency,R_Quartile,F_Quartile,M_Quartile,RFM_Score
13805.0,13,924.5999999999999,52,2,1,3,213
17429.0,42,512.1200000000001,120,2,2,2,222
12517.0,286,2464.8900000000003,28,3,4,4,344
13500.0,67,1136.77,23,3,3,3,333
17248.0,69,318.65000000000003,120,2,3,2,232
13645.0,5,252.1,120,2,1,1,211
15469.0,27,504.50000000000006,43,3,2,2,322
17642.0,40,712.2900000000001,119,2,2,3,223
17122.0,7,138.32,119,2,1,1,211
12409.0,114,11056.93,78,2,4,4,244
17398.0,38,653.3799999999999,114,2,2,3,223
16092.0,53,779.3599999999999,98,2,3,3,233
15263.0,12,156.50999999999996,106,2,1,1,211
12624.0,38,641.13,106,2,2,2,222
14171.0,58,363.78999999999996,98,2,3,2,232
16761.0,13,316.61999999999995,96,2,1,2,212
15364.0,29,913.1900000000002,95,2,2,3,223
14177.0,43,554.46,84,2,3,2,232
16400.0,29,303.93,94,2,2,2,222
14522.0,17,974.54,24,3,1,3,313
17317.0,11,2524.02,46,3,1,4,314
15216.0,2,96.6,87,2,1,1,211
13662.0,58,879.0799999999999,85,2,3,3,233
18228.0,32,769.2,50,3,2,3,323
12604.0,16,254.18,79,2,1,1,211
13282.0,40,1047.84,18,3,2,3,323
15763.0,63,1048.67,31,3,3,3,333
16049.0,312,1111.789999999999,40,3,4,3,343
15036.0,127,465.5499999999998,72,2,4,2,242
14155.0,6,118.75,266,1,1,1,111
17795.0,46,350.3899999999999,179,1,3,2,132
17486.0,24,396.87000000000006,261,1,2,2,122
13803.0,17,277.07000000000005,255,1,1,1,111
16105.0,13,336.96,248,1,1,2,112
17140.0,20,465.32,247,1,2,2,122
14924.0,10,310.05,245,1,1,2,112
12596.0,27,618.27,51,2,2,2,222
17972.0,31,136.04,241,1,2,1,121
12463.0,88,1303.6299999999997,46,3,3,3,333
14998.0,75,429.8699999999999,170,1,3,2,132
14340.0,6,134.7,218,1,1,1,111
16832.0,12,199.15000000000003,184,1,1,1,111
16007.0,385,1701.940000000001,47,3,4,4,344
18120.0,17,111.14999999999999,214,1,1,1,111
14651.0,102,654.5999999999999,67,2,3,3,233
17190.0,20,249.74,58,2,2,1,221
13070.0,9,228.8,192,1,1,1,111
14453.0,22,119.93000000000002,190,1,2,1,121
13686.0,8,72.0,182,1,1,1,111
12432.0,108,5059.320000000001,42,3,4,4,344
13937.0,9,158.85,169,1,1,1,111
18217.0,31,621.75,29,3,2,2,322
16613.0,30,618.59,70,2,2,2,222
14792.0,4,0.0,63,2,1,1,211
15127.0,16,406.53000000000003,65,2,1,2,212
16758.0,22,369.34,65,2,2,2,222
14317.0,24,508.58,64,2,2,2,222
12607.0,202,3.339550858072471e-13,58,2,4,1,241
16413.0,31,262.20000000000005,56,2,2,1,221
17785.0,13,131.94000000000003,53,2,1,1,211
17973.0,15,337.04,51,2,1,2,212
14638.0,16,443.6,50,3,1,2,312
13245.0,16,430.5,50,3,1,2,312
13598.0,41,167.4200000000001,47,3,2,1,321
17111.0,30,248.60999999999999,47,3,2,1,321
15516.0,15,62.43,44,3,1,1,311
14971.0,160,1116.5699999999993,35,3,4,3,343
16887.0,37,194.88,35,3,2,1,321
12357.0,131,6207.669999999996,33,3,4,4,344
15957.0,42,428.88999999999993,31,3,2,2,322
18216.0,26,481.75,31,3,2,2,322
17038.0,22,112.40000000000003,30,3,2,1,321
12659.0,5,91.68,29,3,1,1,311
14789.0,6,197.64000000000001,28,3,1,1,311
13146.0,17,228.91,26,3,1,1,311
14902.0,24,314.11000000000007,21,3,2,2,322
16207.0,19,394.38,25,3,2,2,322
15567.0,7,186.01000000000002,18,3,1,1,311
13322.0,25,199.48,17,3,2,1,321
12920.0,28,164.23000000000002,17,3,2,1,321
13267.0,224,4404.44,2,4,4,4,444
16700.0,312,5039.999999999999,8,4,4,4,444
17937.0,43,4301.22,8,4,3,4,434
14367.0,533,9167.820000000003,8,4,4,4,444
17115.0,43,806.9000000000001,8,4,3,3,433
17675.0,721,20098.100000000002,1,4,4,4,444
13599.0,264,5030.599999999999,1,4,4,4,444
15634.0,15,243.55,17,3,1,1,311
13969.0,633,8986.690000000002,7,4,4,4,444
17769.0,313,3960.63,12,4,4,4,444
17841.0,7983,40340.77999999991,1,4,4,4,444
14385.0,14,202.10999999999996,9,4,1,1,411
14189.0,277,4604.31,2,4,4,4,444
15398.0,74,1339.63,16,4,3,3,433
14539.0,32,537.48,15,4,2,2,422
14607.0,114,11341.1,15,4,4,4,444
12921.0,741,16389.739999999994,3,4,4,4,444
16892.0,101,496.8399999999999,1,4,3,2,432
14785.0,3,77.4,10,4,1,1,411
16885.0,101,471.51,15,4,3,2,432
12720.0,359,5713.28,2,4,4,4,444
13719.0,60,1041.6799999999998,15,4,3,3,433
16570.0,133,3622.95,8,4,4,4,444
15382.0,306,5927.860000000001,14,4,4,4,444
17870.0,280,1889.3999999999996,2,4,4,4,444
15473.0,14,1465.2,14,4,1,3,413
13069.0,470,3717.8200000000006,0,4,4,4,444
17864.0,102,597.5,12,4,3,2,432
16877.0,159,853.72,12,4,4,3,443
17411.0,43,748.94,12,4,3,3,433
14954.0,85,336.16999999999985,12,4,3,2,432
13610.0,228,1115.43,12,4,4,3,443
15436.0,329,1122.5299999999997,12,4,4,3,443
17031.0,22,380.35,11,4,2,2,422
15714.0,35,330.88,11,4,2,2,422
15721.0,91,507.0799999999998,11,4,3,2,432
13798.0,439,36351.42,1,4,4,4,444
15621.0,18,1158.77,4,4,2,3,423
17929.0,6,834.5,11,4,1,3,413
14511.0,71,1267.4100000000003,11,4,3,3,433
14961.0,317,7006.580000000002,10,4,4,4,444
14601.0,7,213.96000000000004,10,4,1,1,411
14235.0,80,3093.8599999999997,10,4,3,4,434
13521.0,436,1093.6500000000003,1,4,4,3,443
14191.0,263,4660.009999999999,1,4,4,4,444
12787.0,20,463.65999999999997,9,4,2,2,422
15414.0,39,774.8999999999999,9,4,2,3,423
12630.0,64,1270.88,9,4,3,3,433
14936.0,366,8117.420000000001,9,4,4,4,444
17736.0,26,337.4899999999999,9,4,2,2,422
12558.0,22,2.6645352591003757e-14,1,4,2,1,421
12359.0,254,6245.53,7,4,4,4,444
17386.0,28,2686.4200000000005,7,4,2,4,424
13705.0,28,711.8600000000001,7,4,2,3,423
18065.0,138,2380.08,5,4,4,4,444
16905.0,209,3085.4799999999996,5,4,4,4,444
13630.0,80,1995.68,5,4,3,4,434
18180.0,119,1843.7499999999998,4,4,4,4,444
12925.0,45,694.05,4,4,3,3,433
15854.0,140,2974.6500000000005,4,4,4,4,444
15159.0,720,18573.68,1,4,4,4,444
16379.0,109,2131.8999999999996,4,4,4,4,444
17728.0,169,2515.680000000001,3,4,4,4,444
17914.0,80,336.4299999999999,3,4,3,2,432
14907.0,168,3478.850000000001,3,4,4,4,444
15622.0,214,3224.53,3,4,4,4,444
12583.0,251,7187.339999999999,2,4,4,4,444
17091.0,198,3802.8099999999995,2,4,4,4,444
13109.0,50,766.8400000000001,2,4,3,3,433
12785.0,15,305.71,2,4,1,2,412
12935.0,130,2156.45,2,4,4,4,444
17315.0,487,6204.460000000001,0,4,4,4,444
13314.0,75,578.6600000000002,1,4,3,2,432
17668.0,15,347.75,1,4,1,2,412
14415.0,612,5811.5599999999995,1,4,4,4,444
13077.0,112,729.27,1,4,4,3,443
14441.0,59,1545.1399999999999,0,4,3,3,433
16928.0,213,2781.500000000001,80,2,4,4,244
17690.0,258,4748.450000000002,30,3,4,4,344
17838.0,137,2312.7000000000007,26,3,4,4,344
15646.0,36,425.14,157,1,2,2,122
14625.0,57,848.48,185,1,3,3,133
14589.0,3,39.75,371,1,1,1,111
15465.0,104,6945.0199999999995,19,3,4,4,344
17059.0,516,3095.0399999999995,29,3,4,4,344
17026.0,4,154.82999999999998,185,1,1,1,111
16858.0,13,345.8900000000001,366,1,1,2,112
16658.0,8,123.24,368,1,1,1,111
13481.0,112,1776.81,45,3,4,4,344
13564.0,85,647.7400000000006,144,1,3,2,132
13963.0,35,664.54,308,1,2,3,123
16553.0,86,5664.57,163,1,3,4,134
18259.0,42,2338.6000000000004,24,3,2,4,324
13270.0,1,590.0,366,1,1,2,112
13848.0,5,1255.0,92,2,1,3,213
15660.0,94,1552.0100000000002,25,3,3,3,333
18071.0,25,453.0,257,1,2,2,122
16065.0,74,372.0900000000001,365,1,3,2,132
15945.0,2,181.0,365,1,1,1,111
17307.0,1,-152.64000000000001,365,1,1,1,111
15211.0,52,894.4100000000001,60,2,3,3,233
17880.0,26,458.91999999999985,364,1,2,2,122
17179.0,80,711.79,178,1,3,3,133
13008.0,15,178.47,323,1,1,1,111
18141.0,1,-35.400000000000006,360,1,1,1,111
14057.0,291,6147.4000000000015,23,3,4,4,344
12577.0,148,595.3999999999999,35,3,4,2,342
18260.0,140,2595.0,172,1,4,4,144
13027.0,26,6912.0,113,2,2,4,224
17621.0,27,1336.1000000000001,21,3,2,3,323
13029.0,10,1247.5,30,3,1,3,313
13304.0,21,300.4199999999999,351,1,2,2,122
18062.0,27,720.5200000000002,173,1,2,3,123
15719.0,938,5043.960000000003,32,3,4,4,344
17707.0,5,152.4,185,1,1,1,111
12728.0,46,836.3299999999999,71,2,3,3,233
13284.0,14,196.15,322,1,1,1,111
13700.0,197,2265.12,26,3,4,4,344
14976.0,73,765.8599999999999,57,2,3,3,233
16997.0,12,702.0,288,1,1,3,113
12916.0,109,2982.3499999999995,138,2,4,4,244
14782.0,6,200.10000000000002,319,1,1,1,111
14130.0,67,483.85999999999996,319,1,3,2,132
15967.0,84,418.83000000000004,23,3,3,2,332
16043.0,39,773.99,37,3,2,3,323
15812.0,41,1801.1400000000003,107,2,2,4,224
17075.0,80,813.7699999999999,17,3,3,3,333
12591.0,26,452.84999999999985,317,1,2,2,122
15215.0,43,615.99,44,3,3,2,332
12764.0,45,1693.8800000000003,316,1,3,4,134
17619.0,77,218.52000000000004,312,1,3,1,131
17147.0,85,1679.6399999999999,22,3,3,4,334
12477.0,308,13117.009999999998,22,3,4,4,344
17362.0,35,312.23,239,1,2,2,122
17881.0,8,133.35000000000002,304,1,1,1,111
12943.0,1,-3.75,301,1,1,1,111
16434.0,109,1522.2499999999998,29,3,4,3,343
17829.0,30,889.24,298,1,2,3,123
12372.0,52,1298.04,71,2,3,3,233
13489.0,14,449.52,105,2,1,2,212
13951.0,39,674.45,176,1,2,3,123
14803.0,44,845.55,162,1,3,3,133
18155.0,28,347.82,75,2,2,2,222
13038.0,28,908.46,80,2,2,3,223
15722.0,72,2181.21,35,3,3,4,334
16208.0,66,664.26,44,3,3,3,333
15543.0,28,127.85999999999999,288,1,2,1,121
12781.0,30,707.72,21,3,2,3,323
14046.0,14,154.98999999999998,284,1,1,1,111
12428.0,300,7877.199999999999,25,3,4,4,344
15416.0,193,3974.3699999999994,64,2,4,4,244
16709.0,79,3029.8700000000003,84,2,3,4,234
17416.0,271,6838.34,29,3,4,4,344
18280.0,10,180.6,277,1,1,1,111
13344.0,119,2543.72,67,2,4,4,244
13340.0,134,10736.480000000001,45,3,4,4,344
12623.0,18,305.1,276,1,2,2,122
12759.0,95,1531.44,52,2,3,3,233
16572.0,58,999.7,127,2,3,3,233
15308.0,21,302.27000000000004,270,1,2,2,122
16778.0,16,245.94,74,2,1,1,211
14077.0,42,499.41999999999996,40,3,2,2,322
18149.0,16,612.0799999999999,50,3,1,2,312
15047.0,22,343.62,269,1,2,2,122
17891.0,34,203.85999999999993,162,1,2,1,121
14053.0,4,260.25,124,2,1,1,211
13826.0,12,174.65,158,1,1,1,111
14223.0,61,975.23,92,2,3,3,233
13583.0,53,781.0300000000002,155,1,3,3,133
13699.0,14,308.58,155,1,1,2,112
14918.0,45,1610.1499999999996,115,2,3,3,233
13224.0,109,2150.850000000001,60,2,4,4,244
17589.0,253,2404.17,60,2,4,4,244
12815.0,47,1063.4599999999998,147,1,3,3,133
12930.0,27,409.9,78,2,2,2,222
13940.0,49,839.1400000000001,17,3,3,3,333
13827.0,93,412.04999999999995,57,2,3,2,232
14517.0,18,330.45000000000005,33,3,2,2,322
17694.0,15,283.12000000000006,141,2,1,1,211
18150.0,37,566.5799999999999,32,3,2,2,322
13563.0,49,777.5300000000001,84,2,3,3,233
16305.0,22,361.2199999999999,138,2,2,2,222
17724.0,45,995.6500000000002,57,2,3,3,233
13037.0,48,881.0699999999999,138,2,3,3,233
13296.0,5,87.4,137,2,1,1,211
14342.0,24,607.71,21,3,2,2,322
15372.0,27,2007.4,137,2,2,4,224
15746.0,29,182.95999999999998,134,2,2,1,221
16172.0,69,1140.21,95,2,3,3,233
12593.0,21,418.1,108,2,2,2,222
17267.0,38,317.61999999999995,127,2,2,2,222
13355.0,32,674.7,122,2,2,3,223
16370.0,228,1320.5599999999995,82,2,4,3,243
17252.0,87,353.8599999999999,116,2,3,2,232
12473.0,179,2848.23,29,3,4,4,344
12418.0,34,668.5799999999997,112,2,2,3,223
16828.0,8,128.5,93,2,1,1,211
14765.0,39,254.10999999999999,29,3,2,1,321
18147.0,7,179.34,45,3,1,1,311
12814.0,2,125.92,101,2,1,1,211
15866.0,45,230.52999999999994,101,2,3,1,231
13130.0,2,64.0,94,2,1,1,211
18222.0,19,443.0,92,2,2,2,222
14212.0,9,1070.48,89,2,1,3,213
16796.0,18,305.62,89,2,2,2,222
13375.0,38,772.8999999999997,81,2,2,3,223
16689.0,16,303.26,75,2,1,2,212
13067.0,15,115.46000000000002,82,2,1,1,211
13774.0,22,344.99999999999994,81,2,2,2,222
16215.0,14,242.35000000000002,80,2,1,1,211
15888.0,14,141.26999999999998,79,2,1,1,211
13529.0,15,307.76,78,2,1,2,212
16236.0,20,432.19999999999993,78,2,2,2,222
13055.0,78,1201.9599999999996,64,2,3,3,233
16715.0,19,301.71999999999997,78,2,2,2,222
14561.0,69,1080.7599999999998,75,2,3,3,233
18066.0,10,318.0,75,2,1,2,212
16468.0,2,74.9,74,2,1,1,211
18278.0,9,173.89999999999998,73,2,1,1,211
15445.0,5,113.5,264,1,1,1,111
14041.0,21,141.41,266,1,2,1,121
14632.0,8,114.55999999999999,262,1,1,1,111
17733.0,35,692.19,38,3,2,3,323
14870.0,13,327.24999999999994,261,1,1,2,112
13132.0,3,77.3,261,1,1,1,111
12564.0,21,456.9000000000001,261,1,2,2,122
16063.0,23,335.32000000000005,260,1,2,2,122
18078.0,29,336.13,217,1,2,2,122
13357.0,90,609.9500000000002,257,1,3,2,132
17438.0,19,378.30000000000007,247,1,2,2,122
15223.0,32,454.9000000000001,225,1,2,2,122
15244.0,34,631.57,65,2,2,2,222
13508.0,12,110.97,243,1,1,1,111
16097.0,10,185.05,240,1,1,1,111
17704.0,31,885.1899999999998,168,1,2,3,123
17367.0,34,168.4,238,1,2,1,121
17630.0,26,503.59999999999985,169,1,2,2,122
16965.0,26,201.19,226,1,2,1,121
13229.0,10,160.95,225,1,1,1,111
15757.0,45,714.42,65,2,3,3,233
16644.0,62,833.7799999999996,177,1,3,3,133
13976.0,10,357.9800000000001,206,1,1,2,112
15630.0,61,1180.4,45,3,3,3,333
17245.0,9,171.45,204,1,1,1,111
14451.0,109,662.5899999999999,60,2,4,3,243
15897.0,24,222.05,194,1,2,1,121
16849.0,8,124.57,186,1,1,1,111
14542.0,5,103.25000000000001,185,1,1,1,111
16113.0,30,161.38000000000002,183,1,2,1,121
17234.0,14,149.89,182,1,1,1,111
12732.0,12,236.2600000000001,179,1,1,1,111
15537.0,24,110.92000000000003,163,1,2,1,121
16404.0,23,443.0500000000001,70,2,2,2,222
12923.0,29,176.97,64,2,2,1,221
15300.0,28,496.4399999999999,64,2,2,2,222
13635.0,62,1071.0300000000002,67,2,3,3,233
15091.0,31,476.96,53,2,2,2,222
17957.0,31,111.67999999999998,66,2,2,1,221
13483.0,10,140.34000000000003,65,2,1,1,211
15837.0,24,391.97999999999996,64,2,2,2,222
12420.0,29,600.3900000000001,63,2,2,2,222
13689.0,6,910.0,63,2,1,3,213
18126.0,56,206.83000000000007,60,2,3,1,231
12824.0,25,397.11999999999995,59,2,2,2,222
14624.0,13,225.84999999999997,57,2,1,1,211
16773.0,26,171.59,57,2,2,1,221
14861.0,6,125.79000000000002,52,2,1,1,211
14381.0,56,202.6800000000001,52,2,3,1,231
15000.0,77,490.52,47,3,3,2,332
17344.0,32,160.56999999999994,46,3,2,1,321
14598.0,50,221.97000000000003,44,3,3,1,331
18276.0,16,323.3599999999999,21,3,1,2,312
14752.0,5,389.63999999999993,43,3,1,2,312
15360.0,13,427.92999999999995,39,3,1,2,312
16352.0,28,494.44000000000005,17,3,2,2,322
13066.0,49,430.9000000000001,24,3,3,2,332
17219.0,25,114.23,31,3,2,1,321
15153.0,22,329.25,31,3,2,2,322
16751.0,25,1764.7199999999998,30,3,2,4,324
17197.0,29,1013.01,29,3,2,3,323
17977.0,21,288.14,29,3,2,1,321
15557.0,20,473.65,28,3,2,2,322
15168.0,5,106.56,25,3,1,1,311
16504.0,86,484.37999999999977,25,3,3,2,332
15720.0,128,598.7300000000001,24,3,4,2,342
17357.0,45,388.1399999999999,24,3,3,2,332
15432.0,10,171.19,23,3,1,1,311
18006.0,22,444.68,23,3,2,2,322
17985.0,23,634.9499999999999,22,3,2,2,322
14641.0,7,110.46,21,3,1,1,311
12658.0,36,686.0500000000001,18,3,2,3,323
13365.0,132,2191.22,8,4,4,4,444
16839.0,298,15357.780000000002,8,4,4,4,444
12572.0,62,1004.7200000000003,8,4,3,3,433
14047.0,34,1290.01,8,4,2,3,423
14178.0,327,1620.9300000000003,8,4,4,4,444
15380.0,37,1682.3600000000001,8,4,2,4,424
16242.0,295,3598.2600000000007,8,4,4,4,444
16600.0,62,813.5200000000001,4,4,3,3,433
14493.0,123,2362.84,7,4,4,4,444
14547.0,367,3986.7400000000016,3,4,4,4,444
13991.0,86,850.63,12,4,3,3,433
17469.0,90,1843.0599999999997,16,4,3,4,434
14216.0,59,1839.2999999999997,3,4,3,4,434
13174.0,314,2817.0300000000016,16,4,4,4,444
17034.0,32,734.5699999999999,16,4,2,3,423
14088.0,590,50415.490000000005,10,4,4,4,444
13588.0,180,2445.119999999999,15,4,4,4,444
17133.0,27,4892.240000000001,15,4,2,4,424
16482.0,18,220.61999999999998,15,4,2,1,421
17458.0,54,316.49999999999994,15,4,3,2,432
14056.0,1128,8124.399999999999,1,4,4,4,444
14591.0,197,1447.1400000000003,15,4,4,3,443
14606.0,2782,11713.849999999984,1,4,4,4,444
17767.0,21,271.20000000000005,15,4,2,1,421
17516.0,137,768.08,15,4,4,3,443
15428.0,6,93.78,15,4,1,1,411
